ID;X;Y;Cost;Path_Order;Is_Selected;Min_Z
89;3196;229;303;16;1;186038
90;767;1474;99;79;1;186038
91;1856;126;523;-1;0;186038
92;35;1248;894;-1;0;186038
93;3991;247;899;-1;0;186038
94;3944;1385;108;-1;0;186038
95;3370;1235;263;39;1;186038
96;170;1403;826;-1;0;186038
97;2352;181;604;-1;0;186038
98;1116;1294;697;31;1;186038
99;3586;1263;451;94;1;186038
100;114;1710;594;57;1;186038
101;3478;1919;906;-1;0;186038
102;129;1293;732;-1;0;186038
103;3241;318;302;-1;0;186038
104;1842;787;381;32;1;186038
105;649;254;892;-1;0;186038
106;2905;891;68;71;1;186038
107;73;1855;324;74;1;186038
108;129;15;703;-1;0;186038
109;2279;1148;144;40;1;186038
110;3208;1020;990;-1;0;186038
111;2184;746;270;41;1;186038
112;845;885;662;-1;0;186038
113;3325;479;63;55;1;186038
114;3431;256;381;-1;0;186038
115;747;1840;797;68;1;186038
116;990;1092;808;15;1;186038
117;513;566;31;70;1;186038
118;1204;1227;591;24;1;186038
119;2735;684;850;-1;0;186038
120;977;1482;796;82;1;186038
121;846;1034;10;-1;0;186038
122;425;1514;155;-1;0;186038
123;1306;516;914;-1;0;186038
124;2932;989;109;92;1;186038
125;804;1364;658;-1;0;186038
126;1822;1668;732;45;1;186038
127;3238;171;238;29;1;186038
128;3079;1029;534;7;1;186038
129;2991;504;888;-1;0;186038
130;3461;1269;475;-1;0;186038
131;555;1117;355;-1;0;186038
132;1833;1789;381;30;1;186038
133;514;1770;371;35;1;186038
134;1424;1502;419;-1;0;186038
135;277;1305;92;43;1;186038
136;783;317;486;-1;0;186038
137;3433;28;262;-1;0;186038
138;1706;1019;244;48;1;186038
139;1680;1260;362;-1;0;186038
140;3287;1689;60;-1;0;186038
141;2098;6;25;-1;0;186038
142;1120;129;575;-1;0;186038
143;2702;900;336;-1;0;186038
144;1992;864;486;64;1;186038
145;2043;1713;221;-1;0;186038
146;2640;88;715;98;1;186038
147;1085;1811;147;-1;0;186038
148;3825;1576;145;4;1;186038
149;3388;1945;501;-1;0;186038
150;1310;1865;923;-1;0;186038
151;642;673;676;63;1;186038
152;2909;1748;83;-1;0;186038
153;2717;358;51;83;1;186038
154;3958;1389;782;37;1;186038
155;2452;1841;197;-1;0;186038
156;297;653;506;59;1;186038
157;1690;787;856;-1;0;186038
158;1118;954;743;54;1;186038
159;2711;851;677;-1;0;186038
160;1978;992;421;6;1;186038
161;1973;1935;708;85;1;186038
162;902;44;623;18;1;186038
163;3078;311;182;-1;0;186038
164;655;486;690;-1;0;186038
165;3139;124;509;62;1;186038
166;3525;715;67;2;1;186038
167;2446;1648;967;-1;0;186038
168;1848;1559;75;14;1;186038
169;1713;1818;92;-1;0;186038
170;2829;1619;522;99;1;186038
171;1601;634;953;-1;0;186038
172;3848;995;539;61;1;186038
173;905;550;707;-1;0;186038
174;3115;1498;766;-1;0;186038
175;1131;69;131;17;1;186038
176;3281;586;6;1;1;186038
177;1450;398;52;-1;0;186038
178;683;1750;711;-1;0;186038
179;3749;1066;205;26;1;186038
180;3274;562;635;10;1;186038
181;3209;1224;935;-1;0;186038
182;1595;1058;485;13;1;186038
183;3276;1559;31;9;1;186038
184;2600;1799;594;-1;0;186038
185;3525;1112;27;23;1;186038
186;2851;343;952;67;1;186038
187;2813;30;216;66;1;186038
188;1622;1862;198;-1;0;186038
189;2383;1648;502;-1;0;186038
190;667;101;52;-1;0;186038
191;817;1510;609;-1;0;186038
192;1236;1832;911;-1;0;186038
193;579;472;333;-1;0;186038
194;3437;588;248;-1;0;186038
195;1882;1616;342;-1;0;186038
196;234;358;990;27;1;186038
197;254;827;839;80;1;186038
198;441;604;470;60;1;186038
199;3447;1705;619;-1;0;186038
